Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,99.625000,100.000000,66.460938,75.000000,51.496639,375661000
2000-01-08,81.000000,81.500000,68.031250,70.218750,48.213718,151748200
2000-01-15,68.718750,80.218750,67.500000,77.468750,53.191734,133410400
2000-01-22,77.875000,78.500000,52.812500,55.281250,37.957306,357041200
2000-01-29,56.312500,74.000000,56.093750,68.718750,47.183792,290134400
2000-02-05,67.218750,70.000000,65.125000,66.000000,45.317028,89952000
2000-02-12,64.687500,69.375000,60.031250,67.250000,46.175308,161404800
2000-02-19,66.250000,73.750000,63.125000,66.781250,45.853458,151942200
2000-02-26,68.750000,74.000000,63.000000,65.937500,45.274120,143083000
2000-03-04,64.750000,72.750000,61.000000,68.062500,46.733181,168339800
2000-03-11,64.187500,68.750000,62.500000,68.125000,46.776104,145599400
2000-03-18,67.156250,76.210938,62.875000,73.000000,50.123390,148635000
2000-03-25,73.843750,81.281250,69.625000,74.656250,51.260609,205176200
2000-04-01,74.343750,76.375000,62.000000,76.125000,52.269100,140929400
2000-04-08,75.687500,75.906250,51.500000,52.593750,36.112007,171125600
2000-04-15,49.218750,62.937500,49.062500,54.750000,37.592541,208064800
2000-04-22,51.500000,55.000000,46.125000,54.218750,37.227787,216128400
2000-04-29,54.812500,60.000000,52.500000,54.875000,37.678368,143616000
2000-05-06,53.250000,53.937500,47.500000,49.000000,33.644463,122987600
2000-05-13,49.156250,54.500000,44.515625,44.593750,30.619041,141043800
2000-05-20,45.000000,45.062500,31.187500,33.031250,22.679974,307716000
2000-05-27,31.664063,38.312500,30.000000,36.343750,24.954424,364284000
2000-06-03,32.531250,40.500000,32.437500,39.531250,27.143019,225325200
2000-06-10,41.625000,42.156250,29.992188,32.875000,22.572685,330429800
2000-06-17,32.906250,37.375000,30.937500,33.187500,22.787266,236937800
2000-06-24,34.093750,34.179688,28.750000,30.000000,20.598656,202153800
2000-07-01,29.968750,31.500000,28.031250,28.312500,19.439981,110580600
2000-07-08,27.968750,32.437500,25.750000,31.531250,21.650051,174705800
2000-07-15,32.437500,35.468750,28.531250,31.406250,21.564207,170694400
2000-07-22,31.375000,35.250000,30.500000,31.218750,21.435482,146886600
2000-07-29,32.500000,33.937500,29.187500,32.000000,21.971893,100479000
2000-08-05,31.593750,32.906250,29.437500,30.812500,21.156530,72093800
2000-08-12,30.843750,31.500000,29.843750,29.875000,20.512819,56834800
2000-08-19,29.375000,30.656250,27.406250,29.437500,20.212423,108923400
2000-08-26,29.250000,31.031250,29.000000,29.625000,20.341166,111414400
2000-09-02,30.531250,32.500000,29.687500,30.781250,21.135080,149634600
2000-09-09,30.273438,33.312500,29.000000,33.125000,22.744347,175645400
2000-09-16,33.875000,39.375000,33.562500,36.500000,25.061695,280220600
2000-09-23,37.625000,37.812500,34.687500,35.625000,24.460896,123291800
2000-09-30,36.312500,43.500000,35.375000,38.906250,26.713884,180069200
2000-10-07,38.687500,41.937500,31.562500,34.968750,24.010300,189354400
2000-10-14,37.437500,39.312500,34.000000,37.375000,25.662498,133260400
2000-10-21,36.914063,38.000000,32.531250,37.437500,25.705397,100109000
2000-10-28,35.656250,37.000000,30.500000,35.250000,24.203424,187874600
2000-11-04,35.687500,38.750000,33.843750,36.968750,25.383553,105351800
2000-11-11,35.500000,44.906250,35.468750,44.406250,30.490303,187718400
2000-11-18,43.312500,45.125000,38.750000,42.250000,29.009771,100459000
2000-11-25,43.500000,45.687500,37.625000,41.500000,28.494799,163929200
2000-12-02,43.562500,53.906250,43.000000,51.625000,35.446842,261600000
2000-12-09,49.000000,51.281250,39.500000,39.781250,27.314665,190295200
2000-12-16,40.625000,46.406250,37.125000,42.500000,29.181438,182133200
2000-12-23,42.125000,45.875000,40.312500,41.093750,28.215862,87152000
