Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,9.958333,11.000000,8.916667,11.000000,11.000000,25350
2000-01-08,12.000000,12.000000,9.500000,10.333333,10.333333,102600
2000-01-15,10.166667,11.583333,10.000000,11.333333,11.333333,27450
2000-01-22,11.666667,11.666667,10.833333,11.666667,11.666667,27150
2000-01-29,11.666667,11.666667,11.166667,11.666667,11.666667,12450
2000-02-05,11.333333,12.333333,10.833333,12.333333,12.333333,25950
2000-02-12,12.333333,12.333333,11.333333,11.333333,11.333333,11550
2000-02-19,11.333333,12.333333,11.333333,12.333333,12.333333,8100
2000-02-26,12.500000,13.000000,11.000000,13.000000,13.000000,38100
2000-03-04,12.666667,13.333333,12.500000,12.500000,12.500000,13950
2000-03-11,13.000000,13.666667,13.000000,13.666667,13.666667,13950
2000-03-18,13.666667,14.583333,12.750000,13.666667,13.666667,22200
2000-03-25,14.000000,14.666667,13.333333,13.333333,13.333333,7650
2000-04-01,14.000000,14.000000,13.000000,13.333333,13.333333,13800
2000-04-08,13.333333,13.833333,13.000000,13.333333,13.333333,32550
2000-04-15,12.333333,12.333333,12.000000,12.000000,12.000000,1950
2000-04-22,12.000000,12.000000,11.500000,11.500000,11.500000,1800
2000-04-29,11.500000,13.333333,11.166667,12.666667,12.666667,7800
2000-05-06,12.666667,13.333333,10.666667,12.666667,12.666667,32700
2000-05-13,13.666667,13.666667,12.000000,12.333333,12.333333,5250
2000-05-20,12.333333,13.333333,11.666667,12.500000,12.500000,5550
2000-05-27,12.500000,12.500000,12.500000,12.500000,12.500000,0
2000-06-03,13.333333,14.916667,12.666667,14.916667,14.916667,15300
2000-06-10,14.666667,14.666667,13.833333,14.000000,14.000000,3900
2000-06-17,12.666667,12.666667,12.000000,12.000000,12.000000,3000
2000-06-24,12.000000,12.000000,12.000000,12.000000,12.000000,1500
2000-07-01,12.000000,14.666667,12.000000,14.666667,14.666667,12000
2000-07-08,12.666667,15.333333,12.500000,14.333333,14.333333,54450
2000-07-15,15.666667,16.000000,14.166667,14.166667,14.166667,8250
2000-07-22,15.250000,15.250000,13.666667,13.666667,13.666667,2850
2000-07-29,13.666667,13.666667,13.333333,13.333333,13.333333,450
2000-08-05,13.333333,15.333333,13.333333,15.333333,15.333333,3600
2000-08-12,15.333333,15.416667,13.833333,13.833333,13.833333,2550
2000-08-19,13.416667,13.416667,13.416667,13.416667,13.416667,300
2000-08-26,13.416667,13.750000,13.166667,13.250000,13.250000,18900
2000-09-02,13.166667,13.166667,13.000000,13.000000,13.000000,4800
2000-09-09,13.000000,13.666667,13.000000,13.500000,13.500000,12150
2000-09-16,13.625000,13.625000,12.875000,12.875000,12.875000,9150
2000-09-23,12.875000,14.000000,12.875000,13.041667,13.041667,2850
2000-09-30,13.041667,13.291667,13.041667,13.208333,13.208333,2550
2000-10-07,13.208333,13.208333,12.958333,13.166667,13.166667,25050
2000-10-14,13.250000,13.250000,13.166667,13.250000,13.250000,21900
2000-10-21,13.250000,13.500000,12.666667,12.666667,12.666667,49350
2000-10-28,12.666667,12.666667,12.666667,12.666667,12.666667,300
2000-11-04,13.083333,13.583333,13.083333,13.583333,13.583333,4800
2000-11-11,13.833333,14.000000,13.333333,14.000000,14.000000,7800
2000-11-18,13.333333,13.333333,12.583333,12.583333,12.583333,7350
2000-11-25,12.583333,13.333333,12.583333,12.583333,12.583333,750
2000-12-02,12.625000,13.250000,12.583333,13.250000,13.250000,9000
2000-12-09,13.166667,13.250000,12.833333,13.000000,13.000000,9150
2000-12-16,12.833333,13.416667,12.833333,13.000000,13.000000,5700
2000-12-23,13.000000,13.500000,12.833333,13.333333,13.333333,5100
2000-12-30,13.333333,13.833333,13.250000,13.583333,13.583333,6000
2001-01-06,13.250000,13.500000,13.250000,13.250000,13.250000,2850
2001-01-13,13.250000,13.250000,13.250000,13.250000,13.250000,150
2001-01-20,13.250000,13.250000,13.250000,13.250000,13.250000,3150
2001-01-27,13.250000,13.250000,13.166667,13.166667,13.166667,7050
2001-02-03,13.166667,13.916667,13.166667,13.916667,13.916667,900
2001-02-10,13.666667,13.666667,12.833333,12.833333,12.833333,3750
2001-02-17,12.833333,12.833333,12.750000,12.750000,12.750000,1800
2001-02-24,12.750000,12.750000,12.666667,12.666667,12.666667,150
2001-03-03,12.583333,12.833333,12.500000,12.833333,12.833333,2550
2001-03-10,12.833333,12.833333,12.833333,12.833333,12.833333,0
2001-03-17,12.833333,12.833333,12.500000,12.500000,12.500000,750
2001-03-24,12.500000,12.500000,12.500000,12.500000,12.500000,0
2001-03-31,12.250000,13.333333,11.500000,13.000000,13.000000,5400
2001-04-07,10.666667,11.333333,10.666667,11.333333,11.333333,600
2001-04-14,11.333333,11.333333,11.333333,11.333333,11.333333,150
2001-04-21,11.333333,11.333333,11.166667,11.166667,11.166667,450
2001-04-28,11.166667,11.666667,11.166667,11.666667,11.666667,1800
2001-05-05,11.666667,11.833333,11.366667,11.833333,11.833333,300
2001-05-12,11.673333,11.746667,11.673333,11.673333,11.673333,3000
2001-05-19,11.966667,13.333333,11.920000,13.333333,13.333333,10800
2001-05-26,13.333333,13.333333,13.160000,13.160000,13.160000,600
2001-06-02,13.000000,13.000000,12.673333,12.766667,12.766667,4050
2001-06-09,12.700000,12.933333,12.633333,12.633333,12.633333,9750
2001-06-16,12.633333,12.866667,12.633333,12.800000,12.800000,450
2001-06-23,12.800000,12.933333,12.800000,12.933333,12.933333,450
2001-06-30,12.800000,12.800000,12.600000,12.800000,12.800000,3300
2001-07-07,12.800000,12.800000,12.466667,12.466667,12.466667,1200
2001-07-14,12.473333,12.600000,12.473333,12.493333,12.493333,3450
2001-07-21,12.506667,12.666667,12.500000,12.666667,12.666667,9900
2001-07-28,12.666667,12.726667,12.666667,12.700000,12.700000,2400
2001-08-04,12.700000,12.700000,12.600000,12.606667,12.606667,2400
2001-08-11,12.606667,12.633333,12.606667,12.633333,12.633333,1050
2001-08-18,12.606667,12.606667,12.566667,12.566667,12.566667,1200
2001-08-25,12.566667,12.566667,12.566667,12.566667,12.566667,0
2001-09-01,12.566667,12.566667,12.566667,12.566667,12.566667,0
2001-09-08,12.566667,12.566667,12.566667,12.566667,12.566667,0
