Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,14.250000,14.750000,12.125000,13.562500,12.523400,476700
2000-01-08,13.093750,13.500000,11.500000,12.750000,11.773152,482500
2000-01-15,13.062500,15.312500,13.000000,14.375000,13.273652,668500
2000-01-22,14.375000,14.875000,12.937500,12.937500,11.946286,297900
2000-01-29,12.968750,13.937500,12.437500,13.250000,12.234845,298800
2000-02-05,13.500000,17.125000,13.250000,15.000000,13.850767,953900
2000-02-12,14.937500,16.000000,14.125000,14.625000,13.504499,460200
2000-02-19,14.625000,19.312500,14.500000,17.687500,16.332363,847300
2000-02-26,22.500000,23.750000,18.937500,20.250000,18.698538,1840600
2000-03-04,20.468750,22.875000,20.000000,21.750000,20.083611,513600
2000-03-11,21.500000,24.375000,17.250000,19.625000,18.121418,816100
2000-03-18,19.750000,20.000000,16.250000,17.375000,16.043806,575400
2000-03-25,17.125000,20.625000,16.750000,20.250000,18.698538,533200
2000-04-01,19.937500,20.000000,15.750000,18.375000,16.967190,438400
2000-04-08,18.031250,20.250000,11.750000,12.875000,11.888576,1028500
2000-04-15,11.750000,16.750000,11.250000,15.750000,14.543304,469200
2000-04-22,15.250000,16.500000,14.562500,16.250000,15.004998,168400
2000-04-29,16.437500,17.375000,15.875000,16.500000,15.235843,193400
2000-05-06,16.250000,16.625000,14.250000,14.500000,13.389074,156500
2000-05-13,14.875000,16.250000,14.250000,14.500000,13.389074,126900
2000-05-20,14.437500,14.500000,11.625000,12.000000,11.080615,321200
2000-05-27,13.125000,13.250000,12.250000,12.375000,11.426884,293100
2000-06-03,12.468750,12.812500,12.000000,12.562500,11.600016,593400
2000-06-10,12.656250,15.125000,12.625000,14.625000,13.504499,294500
2000-06-17,14.500000,14.750000,12.687500,14.562500,13.446787,230300
2000-06-24,14.500000,14.500000,13.125000,14.000000,12.927382,241300
2000-07-01,14.000000,14.250000,13.500000,13.875000,12.811960,190300
2000-07-08,14.062500,17.125000,13.968750,16.734375,15.452263,363800
2000-07-15,16.468750,16.562500,14.750000,15.000000,13.850767,148900
2000-07-22,15.000000,16.500000,14.750000,14.875000,13.735345,229000
2000-07-29,14.843750,15.687500,14.312500,14.437500,13.331362,156300
2000-08-05,14.343750,14.375000,12.437500,12.937500,11.946286,318400
2000-08-12,12.906250,13.937500,12.875000,13.375000,12.350269,149100
2000-08-19,13.156250,14.437500,13.125000,14.187500,13.100517,195100
2000-08-26,13.906250,15.187500,13.750000,15.000000,13.850767,248000
2000-09-02,14.937500,15.437500,14.750000,15.062500,13.908480,115900
2000-09-09,15.000000,15.125000,13.250000,13.750000,12.696538,248200
2000-09-16,13.625000,13.750000,12.500000,12.750000,11.773152,171100
2000-09-23,13.000000,13.250000,12.000000,12.312500,11.369172,179800
2000-09-30,12.281250,12.875000,11.937500,12.000000,11.080615,112300
2000-10-07,12.312500,12.312500,8.500000,9.312500,8.599016,371000
2000-10-14,9.468750,14.250000,9.187500,13.500000,12.465690,807900
2000-10-21,13.390625,16.375000,13.000000,15.000000,13.850767,350000
2000-10-28,15.140625,16.437500,14.750000,15.125000,13.966191,173200
2000-11-04,15.437500,16.125000,13.625000,14.000000,12.927382,121400
2000-11-11,13.750000,14.500000,12.625000,13.125000,12.119422,149000
2000-11-18,13.250000,13.625000,12.625000,13.250000,12.234845,41700
2000-11-25,13.312500,14.437500,11.000000,12.500000,11.542307,194900
2000-12-02,12.625000,14.250000,12.000000,13.562500,12.523400,133000
2000-12-09,13.578125,14.500000,13.125000,13.437500,12.407979,137300
2000-12-16,13.625000,14.250000,10.937500,11.750000,10.849768,272800
2000-12-23,11.703125,12.750000,11.125000,11.750000,10.849768,137400
2000-12-30,11.875000,13.250000,11.250000,12.875000,11.888576,115300
2001-01-06,12.890625,15.000000,12.625000,14.750000,13.619921,127300
2001-01-13,14.812500,15.000000,13.125000,14.625000,13.504499,220000
2001-01-20,14.625000,15.687500,14.375000,14.500000,13.389074,184900
2001-01-27,14.125000,15.000000,14.000000,14.000000,12.927382,104200
2001-02-03,13.750000,15.125000,13.625000,14.500000,13.389074,104300
2001-02-10,14.921875,15.000000,14.375000,14.750000,13.619921,96800
2001-02-17,14.750000,14.921875,13.625000,14.000000,12.927382,94100
2001-02-24,14.015625,14.062500,12.312500,12.500000,11.542307,112400
2001-03-03,12.484375,13.437500,12.375000,12.625000,11.657728,52500
2001-03-10,12.375000,12.562500,11.500000,11.875000,10.965192,109300
2001-03-17,12.125000,13.375000,11.125000,11.375000,10.503498,97600
2001-03-24,11.500000,12.187500,9.750000,10.500000,9.695538,181400
2001-03-31,10.031250,11.125000,9.500000,11.000000,10.157230,192100
2001-04-07,10.520000,11.120000,10.300000,10.760000,9.935620,109800
2001-04-14,10.600000,12.600000,10.350000,11.150000,10.295736,243400
2001-04-21,11.000000,12.000000,10.200000,11.880000,10.969810,211100
2001-04-28,12.190000,13.760000,11.570000,13.000000,12.003999,138500
2001-05-05,13.290000,13.500000,12.500000,12.500000,11.542307,48400
2001-05-12,12.590000,14.200000,12.500000,13.660000,12.613432,104400
2001-05-19,13.750000,14.300000,12.350000,12.550000,11.588476,151300
2001-05-26,12.380000,13.150000,12.090000,12.720000,11.745452,78000
2001-06-02,12.600000,13.130000,12.400000,12.600000,11.634644,84800
2001-06-09,12.610000,12.700000,12.000000,12.500000,11.542307,112500
2001-06-16,12.500000,12.500000,10.660000,10.720000,9.898682,134800
2001-06-23,10.740000,11.090000,10.150000,10.600000,9.787876,253800
2001-06-30,10.680000,10.990000,10.450000,10.990000,10.147995,91000
